Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
7140,2015-03-03,Other,LD003,Head on collision,0,78,Main Road,WET,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,265.1226512,265.1226512
4013,2012-09-26,NamedDriver,LD003,Head on collision,0,359,Minor Road,WET,N,12,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1200.9429184,1200.9429184
7655,2015-06-24,Other,LD003,Head on collision,86,102,Other,,n/k,0,Other,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1470.123792,1470.123792
2186,2009-10-07,PH,LD003,Head on collision,0,128,Minor Road,NORMAL,N,9,N,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3582.6249168000004,3582.6249168000004
3561,2012-02-23,PH,LD003,Head on collision,1,93,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1232,2007-06-18,Other,LD003,Head on collision,0,35,Main Road,NORMAL,N,16,Other,n/k,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,446.8262864,446.8262864
4835,2013-08-14,NamedDriver,LD003,Head on collision,0,105,Minor Road,NORMAL,N,8,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1259,2007-06-29,Other,LD003,Head on collision,1,175,Minor Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1113.174768,1113.174768
2255,2009-11-24,PH,LD003,Head on collision,0,307,Minor Road,WET,Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2466.4683008,2466.4683008
1952,2009-02-15,PH,LD003,Head on collision,0,174,Minor Road,NORMAL,N,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5527.6625488,5527.6625488
7148,2015-03-04,Other,LD003,Head on collision,0,23,Minor Road,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.6230944,127.6230944
114,2004-01-29,PH,LD003,Head on collision,0,303,Minor Road,"SNOW,ICE,FOG",N,9,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79.88443520000001,79.88443520000001
6534,2014-11-06,Other,LD003,Head on collision,1,306,Minor Road,WET,Y,9,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2826.5300832000003,2826.5300832000003
2510,2010-05-28,TP,LD003,Head on collision,12,40,Minor Road,NORMAL,Y,17,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5629,2014-04-13,PH,LD003,Head on collision,1,11,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3249.8943168000005,3249.8943168000005
4926,2013-09-13,PH,LD003,Head on collision,1,221,Minor Road,WET,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2549,2010-06-23,PH,LD003,Head on collision,1,141,Minor Road,NORMAL,N,16,Y,N,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,-75.31711680000001,-75.31711680000001
3132,2011-06-17,TP,LD003,Head on collision,10,25,Minor Road,WET,n/k,16,Other,N,1,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,36609.587910400005,36609.587910400005
508,2005-06-18,Other,LD003,Head on collision,0,239,Minor Road,NORMAL,N,14,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4278.3409648,4278.3409648
5574,2014-03-30,PH,LD003,Head on collision,2,360,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.4672272,1995.4672272
5230,2013-12-14,Other,LD003,Head on collision,496,264,Main Road,N/K,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1977.1252256,1977.1252256
3239,2011-08-24,PH,LD003,Head on collision,0,42,Minor Road,WET,Y,18,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25342.8425168,25342.8425168
6942,2015-01-27,Other,LD003,Head on collision,0,70,Minor Road,WET,N,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3323.5532352000005,3323.5532352000005
4415,2013-03-04,PH,LD003,Head on collision,0,23,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,371.9891744,371.9891744
7502,2015-05-24,Other,LD003,Head on collision,1,55,Minor Road,,N,1,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7289,2015-04-10,Other,LD003,Head on collision,0,325,Minor Road,NORMAL,Y,15,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1586.7358672,1586.7358672
7236,2015-03-27,Other,LD003,Head on collision,0,66,Car Park,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,424.8478848,424.8478848
351,2004-11-09,Other,LD003,Head on collision,0,39,Main Road,NORMAL,N,10,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111.8702096,111.8702096
6187,2014-08-25,Other,LD003,Head on collision,0,117,Minor Road,WET,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8345.828912,8345.828912
4174,2012-11-19,PH,LD003,Head on collision,1,93,Minor Road,WET,N,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,25443.4980688,25443.4980688
4307,2013-01-17,CNF,LD003,Head on collision,14,264,n/k,N/K,n/k,12,Other,N,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25956.0704672,25956.0704672
2506,2010-05-26,PH,LD003,Head on collision,0,363,Minor Road,NORMAL,N,11,N,n/k,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35205.6465984,35205.6465984
2621,2010-08-14,PH,LD003,Head on collision,1,276,Minor Road,WET,N,17,Other,N,1,1,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27423.968782400003,27423.968782400003
4161,2012-11-16,PH,LD003,Head on collision,0,154,Main Road,WET,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23.374779200000003,23.374779200000003
1115,2007-03-24,PH,LD003,Head on collision,0,160,Minor Road,NORMAL,N,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2144.9232672,2144.9232672
5591,2014-04-03,PH,LD003,Head on collision,0,143,Minor Road,NORMAL,N,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,321.18139360000004,321.18139360000004
299,2004-09-17,CNF,LD003,Head on collision,4,140,Minor Road,N/K,N,9,Other,n/k,1,1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,42236.1605392,42236.1605392
5251,2013-12-20,PH,LD003,Head on collision,18,28,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6203,2014-08-27,Other,LD003,Head on collision,16,76,Main Road,NORMAL,Y,14,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.8800432,1458.8800432
7286,2015-04-10,Other,LD003,Head on collision,0,94,Main Road,,Y,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2777.6568672,2777.6568672
3128,2011-06-16,CNF,LD003,Head on collision,5,229,n/k,NORMAL,n/k,17,Other,N,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28792.3897392,28792.3897392
5862,2014-06-07,Other,LD003,Head on collision,3,117,Car Park,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7543,2015-06-02,Other,LD003,Head on collision,0,83,Main Road,,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1650.5765056,1650.5765056
3317,2011-10-20,PH,LD003,Head on collision,0,200,Minor Road,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9872.855091200001,9872.855091200001
6160,2014-08-18,Other,LD003,Head on collision,0,315,Main Road,NORMAL,N,13,Y,N,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,14130.119481600002,14130.119481600002
230,2004-06-16,PH,LD003,Head on collision,0,58,Minor Road,NORMAL,Y,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3958.439584,3958.439584
77,2003-12-10,Other,LD003,Head on collision,0,187,Main Road,"SNOW,ICE,FOG",N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1670.3439759999999,1670.3439759999999
3412,2011-12-12,PH,LD003,Head on collision,0,345,Minor Road,WET,Y,0,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,990.1626288000001,990.1626288000001
5333,2014-01-15,PH,LD003,Head on collision,0,298,Car Park,WET,N,17,Y,N,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,10425.1660688,10425.1660688
3845,2012-07-09,PH,LD003,Head on collision,0,203,Minor Road,NORMAL,Y,16,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2877.701504,2877.701504
4942,2013-09-18,PH,LD003,Head on collision,0,139,Main Road,NORMAL,Y,6,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1223.0667760000001,1223.0667760000001
2104,2009-07-28,PH,LD003,Head on collision,0,127,Car Park,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1932.01932,1932.01932
6050,2014-07-24,Other,LD003,Head on collision,1,59,Minor Road,NORMAL,N,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,793.4770256,793.4770256
3177,2011-07-11,PH,LD003,Head on collision,1,146,Minor Road,WET,Y,8,Y,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4472.7283632,4472.7283632
7603,2015-06-14,Other,LD003,Head on collision,1,161,Main Road,,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,892.9252928000001,892.9252928000001
5133,2013-11-18,PH,LD003,Head on collision,0,216,Main Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,798.0734352,798.0734352
1615,2008-03-28,PH,LD003,Head on collision,0,13,Main Road,WET,Y,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10477.6029568,10477.6029568
608,2005-11-29,Other,LD003,Head on collision,0,181,Minor Road,"SNOW,ICE,FOG",Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5163.9934576000005,5163.9934576000005
3543,2012-02-15,PH,LD003,Head on collision,1,253,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1094,2007-03-13,Other,LD003,Head on collision,0,123,Minor Road,NORMAL,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2458.4973120000004,2458.4973120000004
2891,2011-01-12,PH,LD003,Head on collision,3,111,Car Park,NORMAL,Y,16,Y,Y,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4103.6192176,4103.6192176
2623,2010-08-15,Other,LD003,Head on collision,2,74,Main Road,NORMAL,N,15,Other,Y,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1281.0600832,1281.0600832
7677,2015-06-28,CNF,LD003,Head on collision,341,93,n/k,N/K,n/k,18,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7554,2015-06-04,Other,LD003,Head on collision,0,227,Minor Road,,Y,18,Other,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7301,2015-04-12,Other,LD003,Head on collision,0,46,Minor Road,,N,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12110.361102400002,12110.361102400002
204,2004-05-15,Other,LD003,Head on collision,20,69,Main Road,N/K,Y,0,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2388,2010-02-10,PH,LD003,Head on collision,0,306,Main Road,"SNOW,ICE,FOG",N,7,Y,n/k,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25625.8853472,25625.8853472
3393,2011-12-03,PH,LD003,Head on collision,2,15,Minor Road,NORMAL,Y,16,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1198.4556208,1198.4556208
6251,2014-09-08,Other,LD003,Head on collision,0,297,Car Park,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
838,2006-08-18,PH,LD003,Head on collision,39,79,Minor Road,WET,n/k,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4619,2013-05-31,PH,LD003,Head on collision,1,310,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1862.709536,1862.709536
7629,2015-06-20,Other,LD003,Head on collision,2,85,Main Road,NORMAL,N,15,Y,N,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,252.58434400000002,252.58434400000002
1231,2007-06-18,NamedDriver,LD003,Head on collision,0,107,Home Address,N/K,N,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,117.23753599999999,117.23753599999999
5838,2014-06-02,Other,LD003,Head on collision,1,278,Main Road,NORMAL,Y,9,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1287.9110608,1287.9110608
1610,2008-03-26,PH,LD003,Head on collision,0,286,Minor Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,46.458646400000006,46.458646400000006
5745,2014-05-13,Other,LD003,Head on collision,0,316,Minor Road,NORMAL,Y,0,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3327.6405488,3327.6405488
4530,2013-04-22,PH,LD003,Head on collision,3,230,Main Road,NORMAL,Y,11,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.1677616000001,776.1677616000001
4114,2012-10-30,PH,LD003,Head on collision,1,29,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2733,2010-10-29,PH,LD003,Head on collision,1,142,Minor Road,WET,N,21,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8265.231742400001,8265.231742400001
3050,2011-04-19,Other,LD003,Head on collision,29,202,Main Road,N/K,N,19,N,N,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,554.5655456000001,554.5655456000001
7132,2015-03-01,Other,LD003,Head on collision,0,281,Minor Road,WET,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,460.51369600000004,460.51369600000004
5197,2013-12-03,PH,LD003,Head on collision,0,53,Minor Road,NORMAL,Y,12,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17044.694081600002,17044.694081600002
3804,2012-06-21,PH,LD003,Head on collision,0,142,Main Road,NORMAL,N,8,Y,N,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8522.3252224,8522.3252224
3313,2011-10-15,PH,LD003,Head on collision,2,182,Minor Road,NORMAL,N,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13560.193782400002,13560.193782400002
3762,2012-06-06,PH,LD003,Head on collision,15,53,Car Park,NORMAL,Y,10,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5867,2014-06-09,Other,LD003,Head on collision,0,183,Minor Road,NORMAL,N,5,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34500.5777296,34500.5777296
3308,2011-10-09,PH,LD003,Head on collision,2,99,Minor Road,WET,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5747.1992896,5747.1992896
3106,2011-06-03,PH,LD003,Head on collision,4,266,Main Road,NORMAL,Y,16,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,86861.59588000001,50000.0
3729,2012-05-24,PH,LD003,Head on collision,1,92,Minor Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81.891728,81.891728
658,2006-02-03,Other,LD003,Head on collision,1,124,Minor Road,NORMAL,N,22,Other,n/k,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1144.2005328,1144.2005328
791,2006-06-30,Other,LD003,Head on collision,1,3,Minor Road,NORMAL,N,21,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1287.2274176,1287.2274176
2828,2010-12-15,PH,LD003,Head on collision,2,209,Minor Road,WET,Y,18,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,739.1055728,739.1055728
4672,2013-06-18,PH,LD003,Head on collision,0,34,Minor Road,NORMAL,N,14,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5994.7217648000005,5994.7217648000005
6343,2014-10-02,Other,LD003,Head on collision,7,195,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,539.3799392,539.3799392
2562,2010-07-01,PH,LD003,Head on collision,0,50,Main Road,NORMAL,N,10,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85.32448959999999,85.32448959999999
5538,2014-03-18,PH,LD003,Head on collision,0,139,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5517.6988128,5517.6988128
1360,2007-09-14,CNF,LD003,Head on collision,5,106,Main Road,WET,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-785.5205824,-785.5205824
5642,2014-04-20,PH,LD003,Head on collision,0,272,Minor Road,NORMAL,N,11,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962.0805296000003,2962.0805296000003
2348,2010-01-12,PH,LD003,Head on collision,10,157,Main Road,"SNOW,ICE,FOG",N,18,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,100.78646240000002,100.78646240000002
5210,2013-12-09,PH,LD003,Head on collision,0,198,Main Road,NORMAL,N,8,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2582.3676416,2582.3676416
7632,2015-06-20,Other,LD003,Head on collision,0,290,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2782,2010-11-28,PH,LD003,Head on collision,0,166,Minor Road,"SNOW,ICE,FOG",N,13,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11895.75532,11895.75532
4481,2013-04-01,PH,LD003,Head on collision,0,71,Minor Road,NORMAL,Y,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23.112958400000004,23.112958400000004
5775,2014-05-20,Other,LD003,Head on collision,546,278,Minor Road,N/K,n/k,0,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
5840,2014-06-03,Other,LD003,Head on collision,1,327,Car Park,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,275.30457120000005,275.30457120000005
6724,2014-12-11,Other,LD003,Head on collision,0,104,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3905,2012-08-06,PH,LD003,Head on collision,0,80,Main Road,NORMAL,N,15,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10184.2763872,10184.2763872
4986,2013-10-03,PH,LD003,Head on collision,0,194,Minor Road,WET,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2036.093088,2036.093088
2576,2010-07-15,Other,LD003,Head on collision,5,203,Minor Road,N/K,n/k,18,Other,N,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,29146.327824000004,29146.327824000004
5880,2014-06-12,Other,LD003,Head on collision,71,360,Main Road,NORMAL,Y,18,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,239.40603040000002,239.40603040000002
